,match_id,player,date,year,tournament,rankdist,wikibuzz,inverse_b365,inverse_avg,inverse_best,outcome
12806,12806,Olga Govortsova,2015-07-06,2015.0,Wimbledon,0.039422326307572204,-0.14010603826660797,0.36363636363636365,0.3424657444766908,0.29411763880904596,0
12805,12805,Monica Niculescu,2015-07-06,2015.0,Wimbledon,0.04583333333333334,-0.3149401048118392,0.26666666666666666,0.2702702667871647,0.2222222222222222,0
12804,12804,Belinda Bencic,2015-07-06,2015.0,Wimbledon,-0.0037878787878787915,-0.13175641698610213,0.3076923076923077,0.34129692055152644,0.3076923076923077,0
12808,12808,Agnieszka Radwanska,2015-07-06,2015.0,Wimbledon,-0.043589743589743594,0.0,0.7142857264499277,0.729927004758713,0.6944444168497026,1
12811,12811,Serena Williams,2015-07-06,2015.0,Wimbledon,-0.9375,-0.10621232820511262,0.8333333002196431,0.8196721119254039,0.7812500174622987,1
12810,12810,Coco Vandeweghe,2015-07-06,2015.0,Wimbledon,0.1453900709219858,-0.1880692685841472,0.36363636363636365,0.3597122339177876,0.3333333333333333,1
12809,12809,Maria Sharapova,2015-07-06,2015.0,Wimbledon,-0.22058823529411764,-0.5067312316653406,0.9433962773411019,0.9433962773411019,0.9259258891329368,1
12809,12809,Zarina Diyas,2015-07-06,2015.0,Wimbledon,0.22058823529411764,0.5067312316653406,0.1,0.10706637940716991,0.08695652173913043,0
12804,12804,Victoria Azarenka,2015-07-06,2015.0,Wimbledon,0.0037878787878787915,0.13175641698610213,0.7352941099128922,0.7142857264499277,0.6849314889533816,1
12805,12805,Timea Bacsinszky,2015-07-06,2015.0,Wimbledon,-0.04583333333333334,0.3149401048118392,0.7812500174622987,0.7812500174622987,0.6944444168497026,1
12811,12811,Venus Williams,2015-07-06,2015.0,Wimbledon,0.9375,0.10621232820511262,0.2222222222222222,0.2341920385168287,0.21505375903029578,0
12806,12806,Madison Keys,2015-07-06,2015.0,Wimbledon,-0.039422326307572204,0.14010603826660797,0.6944444168497026,0.709219874945225,0.6578947450975964,1
12810,12810,Lucie Safarova,2015-07-06,2015.0,Wimbledon,-0.1453900709219858,0.1880692685841472,0.6944444168497026,0.6944444168497026,0.6666666666666666,0
12813,12813,Madison Keys,2015-07-07,2015.0,Wimbledon,0.02930402930402931,0.9597538958386802,0.3333333333333333,0.3344481594683792,0.30674846715502496,0
12814,12814,Coco Vandeweghe,2015-07-07,2015.0,Wimbledon,0.22872340425531915,1.3797820081326138,0.2222222222222222,0.23094688628633928,0.20408162868107332,0
12812,12812,Timea Bacsinszky,2015-07-07,2015.0,Wimbledon,-0.016666666666666663,-0.5220554245613216,0.47619049781574513,0.47169813867055094,0.4424778779733619,0
12815,12815,Serena Williams,2015-07-07,2015.0,Wimbledon,-0.9583333333333334,-0.03791401104074077,0.7812500174622987,0.7633588119692684,0.729927004758713,1
12815,12815,Victoria Azarenka,2015-07-07,2015.0,Wimbledon,0.9583333333333334,0.03791401104074077,0.26666666666666666,0.28409091063028524,0.26315789803903855,0
12813,12813,Agnieszka Radwanska,2015-07-07,2015.0,Wimbledon,-0.02930402930402931,-0.9597538958386802,0.7142857264499277,0.7194244678355752,0.6896551497342619,1
12814,12814,Maria Sharapova,2015-07-07,2015.0,Wimbledon,-0.22872340425531915,-1.3797820081326138,0.8333333002196431,0.8196721119254039,0.7874015866287349,1
12812,12812,Garbiñe Muguruza,2015-07-07,2015.0,Wimbledon,0.016666666666666663,0.5220554245613216,0.5813953391663639,0.5813953391663639,0.5555555702727522,1
12816,12816,Agnieszka Radwanska,2015-07-09,2015.0,Wimbledon,-0.026923076923076925,-0.9259992458135438,0.5263157960780771,0.523560218573669,0.5,0
12817,12817,Maria Sharapova,2015-07-09,2015.0,Wimbledon,0.75,0.4473113083431513,0.2,0.19011406016850663,0.0625,0
12816,12816,Garbiñe Muguruza,2015-07-09,2015.0,Wimbledon,0.026923076923076925,0.9259992458135438,0.5263157960780771,0.5263157960780771,0.5,1
12817,12817,Serena Williams,2015-07-09,2015.0,Wimbledon,-0.75,-0.4473113083431513,0.8620689903229801,0.8474576647889183,0.8196721119254039,1
12818,12818,Garbiñe Muguruza,2015-07-11,2015.0,Wimbledon,0.95,1.7147037201671973,0.18181818181818182,0.18975332136987805,0.16666666666666666,0
12818,12818,Serena Williams,2015-07-11,2015.0,Wimbledon,-0.95,-1.7147037201671973,0.8620689903229801,0.8547008860510964,0.8333333002196431,1
12819,12819,Kiki Bertens,2015-07-13,2015.0,Collector Swedish Open,0.010683760683760684,-0.2350721221794836,0.6024096506672237,0.5882352776180919,0.5714285714285714,0
12820,12820,Cagla Buyukakcay,2015-07-13,2015.0,Bucharest Open,0.04310344827586207,1.5223107209791142,0.1111111111111111,0.11904762445393628,0.09523809523809523,0
12821,12821,Tereza Smitkova,2015-07-13,2015.0,Bucharest Open,0.000855955001222793,0.42121346507630353,0.4444444444444444,0.4545454446934474,0.4347826177095873,0
12823,12823,Julia Glushko,2015-07-13,2015.0,Collector Swedish Open,0.036855744313273826,0.4108872486209453,0.14285714285714285,0.13793103448275862,0.1111111111111111,0
12824,12824,Stefanie Voegele,2015-07-13,2015.0,Bucharest Open,-0.0018831078253591848,-0.472604410945793,0.6666666666666666,0.6535947834637234,0.6289308044070249,0
12819,12819,Mona Barthel,2015-07-13,2015.0,Collector Swedish Open,-0.010683760683760684,0.2350721221794836,0.47619049781574513,0.47393367285195304,0.4444444444444444,1
12824,12824,Anna Tatishvili,2015-07-13,2015.0,Bucharest Open,0.0018831078253591848,0.472604410945793,0.4,0.40983605596270195,0.371747203988273,1
12823,12823,Samantha Stosur,2015-07-13,2015.0,Collector Swedish Open,-0.036855744313273826,-0.4108872486209453,0.9090908893868948,0.9174311645664506,0.900900889290549,1
12821,12821,Polona Hercog,2015-07-13,2015.0,Bucharest Open,-0.000855955001222793,-0.42121346507630353,0.6369426538796358,0.6097561028796531,0.5882352776180919,1
12820,12820,Sara Errani,2015-07-13,2015.0,Bucharest Open,-0.04310344827586207,-1.5223107209791142,0.9433962773411019,0.9345793934386541,0.9090908893868948,1
12835,12835,Andreea Mitu,2015-07-14,2015.0,Bucharest Open,0.0012639942217407014,-0.06979576193554192,0.5464480746169359,0.523560218573669,0.4950495096249109,1
12843,12843,Maryna Zanevska,2015-07-14,2015.0,Collector Swedish Open,0.0009358366964964619,0.34032580593720285,0.26666666666666666,0.2808988809194278,0.25,1
12826,12826,Denisa Allertova,2015-07-14,2015.0,Bucharest Open,-0.009948200747830264,-2.817612403613736,0.7352941099128922,0.7142857264499277,0.6944444168497026,1
12827,12827,Lara Arruabarrena,2015-07-14,2015.0,Collector Swedish Open,-0.009098639455782313,-1.1968043148473235,0.8,0.7633588119692684,0.7407407276587887,1
12828,12828,Jana Cepelova,2015-07-14,2015.0,Collector Swedish Open,0.00979591836734694,0.0,0.2857142857142857,0.29761905691115526,0.2777777851363761,1
12829,12829,Anna-Lena Friedsam,2015-07-14,2015.0,Collector Swedish Open,-0.006015037593984962,-1.0814912478879983,0.6666666666666666,0.6578947450975964,0.6369426538796358,1
12830,12830,Olga Govortsova,2015-07-14,2015.0,Collector Swedish Open,-0.005976252260753321,-1.3389908753062292,0.6944444168497026,0.6896551497342619,0.6666666666666666,1
12831,12831,Klara Koukalova,2015-07-14,2015.0,Collector Swedish Open,-0.006075533661740559,-2.917279210816089,0.8620689903229801,0.8620689903229801,0.8474576647889183,1
12836,12836,Monica Niculescu,2015-07-14,2015.0,Bucharest Open,-0.0194882831181253,-1.3723831810218514,0.8928571390558262,0.8849557559467238,0.8695652354191746,1
12837,12837,Sally Peers,2015-07-14,2015.0,Bucharest Open,6.887052341597762e-05,-0.03390155167568134,0.36363636363636365,0.3690036848426666,0.35087720472359923,1
12840,12840,Evgeniya Rodina,2015-07-14,2015.0,Collector Swedish Open,-0.006521399562636676,-0.9231963433147137,0.7142857264499277,0.704225373395827,0.6802720956035777,1
12839,12839,Yulia Putintseva,2015-07-14,2015.0,Collector Swedish Open,0.0026155187445510014,-0.48049986789815907,0.6024096506672237,0.5780346757080136,0.5555555702727522,1
12826,12826,Cristina Dinu,2015-07-14,2015.0,Bucharest Open,0.009948200747830264,2.817612403613736,0.3333333333333333,0.3472222084248513,0.31446540220351243,0
12827,12827,Sofia Arvidsson,2015-07-14,2015.0,Collector Swedish Open,0.009098639455782313,1.1968043148473235,0.26666666666666666,0.29761905691115526,0.26666666666666666,0
12828,12828,Carina Witthoeft,2015-07-14,2015.0,Collector Swedish Open,-0.00979591836734694,0.0,0.7812500174622987,0.7692307974459868,0.746268638127311,0
12829,12829,Sara Sorribes Tormo,2015-07-14,2015.0,Collector Swedish Open,0.006015037593984962,1.0814912478879983,0.4,0.4065040587370328,0.38022812033701325,0
12830,12830,Anett Kontaveit,2015-07-14,2015.0,Collector Swedish Open,0.005976252260753321,1.3389908753062292,0.3816794059846342,0.37878786373620144,0.35087720472359923,0
12831,12831,Susanne Celik,2015-07-14,2015.0,Collector Swedish Open,0.006075533661740559,2.917279210816089,0.2,0.2012072519547206,0.18281536350204564,0
12832,12832,Petra Martic,2015-07-14,2015.0,Bucharest Open,0.004018912529550828,0.7339691750802004,0.4,0.4016064241646517,0.37037036382939437,0
12838,12838,Rebecca Peterson,2015-07-14,2015.0,Collector Swedish Open,-0.0017685566466054273,0.3879719506606474,0.6211180069036246,0.5917159562968884,0.5714285714285714,1
12834,12834,Lourdes Domínguez Lino,2015-07-14,2015.0,Collector Swedish Open,-0.007036441819050516,-0.9796266070459658,0.7812500174622987,0.7633588119692684,0.729927004758713,0
12836,12836,Ana Bogdan,2015-07-14,2015.0,Bucharest Open,0.0194882831181253,1.3723831810218514,0.16666666666666666,0.17636684066036648,0.16,0
12837,12837,Kateryna Bondarenko,2015-07-14,2015.0,Bucharest Open,-6.887052341597762e-05,0.03390155167568134,0.7142857264499277,0.6944444168497026,0.6756756669679118,0
12838,12838,Mandy Minella,2015-07-14,2015.0,Collector Swedish Open,0.0017685566466054273,-0.3879719506606474,0.4545454446934474,0.47169813867055094,0.4545454446934474,0
12839,12839,Tatjana Maria,2015-07-14,2015.0,Collector Swedish Open,-0.0026155187445510014,0.48049986789815907,0.47619049781574513,0.4854369066878265,0.4651162584386312,0
12840,12840,Arantxa Rus,2015-07-14,2015.0,Collector Swedish Open,0.006521399562636676,0.9231963433147137,0.36363636363636365,0.36363636363636365,0.34482757486713095,0
12843,12843,Laura Siegemund,2015-07-14,2015.0,Collector Swedish Open,-0.0009358366964964619,-0.34032580593720285,0.8,0.7812500174622987,0.7518796749870864,0
12832,12832,Danka Kovinic,2015-07-14,2015.0,Bucharest Open,-0.004018912529550828,-0.7339691750802004,0.6666666666666666,0.6622516598117377,0.6451613101701217,1
12835,12835,Annika Beck,2015-07-14,2015.0,Bucharest Open,-0.0012639942217407014,0.06979576193554192,0.5464480746169359,0.543478251010574,0.523560218573669,0
12834,12834,Alizé Lim,2015-07-14,2015.0,Collector Swedish Open,0.007036441819050516,0.9796266070459658,0.2857142857142857,0.29850747118444504,0.2777777851363761,1
12845,12845,Mona Barthel,2015-07-15,2015.0,Collector Swedish Open,-0.012036524626452685,-0.9042342163163717,0.7142857264499277,0.729927004758713,0.699300724950897,1
12854,12854,Roberta Vinci,2015-07-15,2015.0,Bucharest Open,-0.01002710027100271,-0.13893495994123503,0.6024096506672237,0.5952381138223105,0.5555555702727522,1
12846,12846,Jana Cepelova,2015-07-15,2015.0,Collector Swedish Open,0.002141597379692618,1.0981730178505915,0.36363636363636365,0.3690036848426666,0.33898304536814533,1
12847,12847,Sorana Cirstea,2015-07-15,2015.0,Bucharest Open,0.0043560606060606055,-0.622877984713389,0.5263157960780771,0.5,0.4444444444444444,1
12848,12848,Alexandra Dulgheru,2015-07-15,2015.0,Bucharest Open,-0.01571503404924044,-1.3509965790388667,0.8620689903229801,0.8196721119254039,0.7936507996578126,1
12849,12849,Sara Errani,2015-07-15,2015.0,Bucharest Open,-0.04173553719008265,-0.56215931428149,0.8771929934634618,0.8849557559467238,0.8620689903229801,1
12852,12852,Johanna Larsson,2015-07-15,2015.0,Collector Swedish Open,-0.0051932367149758445,-0.2759699165232697,0.6944444168497026,0.6711409353016787,0.6493506654355597,1
12853,12853,Teliana Pereira,2015-07-15,2015.0,Bucharest Open,-0.004529395778603135,0.8635991617985161,0.7352941099128922,0.729927004758713,0.7142857264499277,1
12855,12855,Serena Williams,2015-07-15,2015.0,Collector Swedish Open,-0.9953488372093023,-3.0198576021170807,0.9803921751955851,0.970873813375653,0.9615384968074834,1
12844,12844,Lara Arruabarrena,2015-07-15,2015.0,Collector Swedish Open,0.030978260869565215,1.7693932908784826,0.29411763880904596,0.30864197440017305,0.28653295050642086,1
12848,12848,Zhang Shuai,2015-07-15,2015.0,Bucharest Open,0.01571503404924044,1.3509965790388667,0.2222222222222222,0.24271845334391326,0.21276596608125264,0
12846,12846,Olga Govortsova,2015-07-15,2015.0,Collector Swedish Open,-0.002141597379692618,-1.0981730178505915,0.7142857264499277,0.6944444168497026,0.6249999906867744,0
12847,12847,Sesil Karatantcheva,2015-07-15,2015.0,Bucharest Open,-0.0043560606060606055,0.622877984713389,0.5555555702727522,0.5617977618388555,0.5405405335743294,0
12849,12849,Sally Peers,2015-07-15,2015.0,Bucharest Open,0.04173553719008265,0.56215931428149,0.18181818181818182,0.1769911474550104,0.1479289890742221,0
12852,12852,Richèl Hogenkamp,2015-07-15,2015.0,Collector Swedish Open,0.0051932367149758445,0.2759699165232697,0.3816794059846342,0.39062500873114936,0.35714286322496386,0
12853,12853,Kristina Kucova,2015-07-15,2015.0,Bucharest Open,0.004529395778603135,-0.8635991617985161,0.3333333333333333,0.3378378334839559,0.3030303074089731,0
12854,12854,Timea Babos,2015-07-15,2015.0,Bucharest Open,0.01002710027100271,0.13893495994123503,0.47619049781574513,0.4672896967193271,0.4366812299816886,0
12855,12855,Ysaline Bonaventure,2015-07-15,2015.0,Collector Swedish Open,0.9953488372093023,3.0198576021170807,0.06666666666666667,0.07855459826861283,0.058823529411764705,0
12845,12845,Maryna Zanevska,2015-07-15,2015.0,Collector Swedish Open,0.012036524626452685,0.9042342163163717,0.36363636363636365,0.3322259146738715,0.3076923076923077,0
12844,12844,Samantha Stosur,2015-07-15,2015.0,Collector Swedish Open,-0.030978260869565215,-1.7693932908784826,0.7692307974459868,0.7575757274724029,0.7352941099128922,0
12859,12859,Anna-Lena Friedsam,2015-07-16,2015.0,Collector Swedish Open,0.0007309941520467836,-0.7243997240640497,0.4545454446934474,0.46082947688548437,0.4444444444444444,0
12860,12860,Sorana Cirstea,2015-07-16,2015.0,Bucharest Open,0.0067599067599067595,-1.2436512881441122,0.5464480746169359,0.5347593569251704,0.5,0
12861,12861,Teliana Pereira,2015-07-16,2015.0,Bucharest Open,0.012342051131354687,1.3194543429940402,0.3816794059846342,0.38759691068654945,0.37037036382939437,0
12862,12862,Katerina Siniakova,2015-07-16,2015.0,Collector Swedish Open,-0.00928705440900563,-1.0846260466933697,0.7812500174622987,0.7812500174622987,0.7518796749870864,0
12863,12863,Alizé Lim,2015-07-16,2015.0,Collector Swedish Open,0.00956094434355304,1.2471107543111377,0.3076923076923077,0.2932551245834929,0.24937654436963558,0
12856,12856,Klara Koukalova,2015-07-16,2015.0,Collector Swedish Open,0.9904761904761905,1.250056722237553,0.09090909090909091,0.09560229410641127,0.07547169811320754,1
12865,12865,Evgeniya Rodina,2015-07-16,2015.0,Collector Swedish Open,0.016717748676511567,-0.3892704221881837,0.3333333333333333,0.3436426015480821,0.32258065508506084,0
12866,12866,Alexandra Dulgheru,2015-07-16,2015.0,Bucharest Open,-0.014276443867618428,0.3547702204693354,0.7692307974459868,0.7518796749870864,0.709219874945225,0
12857,12857,Julia Goerges,2015-07-16,2015.0,Bucharest Open,-0.0064327485380116945,-0.8938178760220965,0.5813953391663639,0.5524862053113339,0.5154639023221231,0
12856,12856,Serena Williams,2015-07-16,2015.0,Collector Swedish Open,-0.9904761904761905,-1.250056722237553,0.9523809956314903,0.9615384968074834,0.9433962773411019,0
12857,12857,Danka Kovinic,2015-07-16,2015.0,Bucharest Open,0.0064327485380116945,0.8938178760220965,0.5,0.5102040717026832,0.47619049781574513,1
12863,12863,Yulia Putintseva,2015-07-16,2015.0,Collector Swedish Open,-0.00956094434355304,-1.2471107543111377,0.7518796749870864,0.7692307974459868,0.7352941099128922,1
12859,12859,Johanna Larsson,2015-07-16,2015.0,Collector Swedish Open,-0.0007309941520467836,0.7243997240640497,0.6211180069036246,0.6024096506672237,0.5617977618388555,1
12860,12860,Andreea Mitu,2015-07-16,2015.0,Bucharest Open,-0.0067599067599067595,1.2436512881441122,0.5464480746169359,0.5291005331052083,0.47619049781574513,1
12861,12861,Monica Niculescu,2015-07-16,2015.0,Bucharest Open,-0.012342051131354687,-1.3194543429940402,0.6944444168497026,0.6711409353016787,0.6249999906867744,1
12862,12862,Rebecca Peterson,2015-07-16,2015.0,Collector Swedish Open,0.00928705440900563,1.0846260466933697,0.2857142857142857,0.2808988809194278,0.25,1
12865,12865,Barbora Strycova,2015-07-16,2015.0,Collector Swedish Open,-0.016717748676511567,0.3892704221881837,0.7352941099128922,0.7194244678355752,0.6896551497342619,1
12866,12866,Anna Tatishvili,2015-07-16,2015.0,Bucharest Open,0.014276443867618428,-0.3547702204693354,0.29411763880904596,0.30864197440017305,0.2857142857142857,1
12874,12874,Anna Karolina Schmiedlova,2015-07-17,2015.0,Bucharest Open,-0.005555555555555555,0.02597548640326086,0.6369426538796358,0.6097561028796531,0.5649717575005543,1
12873,12873,Yulia Putintseva,2015-07-17,2015.0,Collector Swedish Open,-0.00398970398970399,0.8784642463336984,0.7142857264499277,0.6802720956035777,0.6578947450975964,1
12872,12872,Monica Niculescu,2015-07-17,2015.0,Bucharest Open,-0.011569731081926205,-1.8918311402668404,0.7692307974459868,0.7407407276587887,0.7142857264499277,1
