,match_id,WTA,player,date,rankdist,wikibuzz,inverse_b365,inverse_best,inverse_avg,outcome,year
63,1605,36,Lucie Hradecka,2016-07-11,0.0025574165078728313,-0.054067221270275745,0.6024096385542169,0.5555555555555556,0.5813953488372093,0,2016
33,1575,35,Paula Kania,2016-07-11,0.0015681003584229383,-0.5188221124002171,0.3333333333333333,0.29239766081871343,0.3333333333333333,0,2016
66,1608,36,Rebecca Peterson,2016-07-11,-0.0007226738934056013,-0.5166907432183888,0.5464480874316939,0.49504950495049505,0.5235602094240838,0,2016
32,1574,35,Aliaksandra Sasnovich,2016-07-11,0.01477485928705441,-0.9918790891983114,0.47619047619047616,0.4347826086956522,0.4587155963302752,1,2016
33,1575,35,Vania King,2016-07-11,-0.0015681003584229383,0.5188221124002171,0.7352941176470588,0.6944444444444444,0.7299270072992701,1,2016
34,1576,35,Cagla Buyukakcay,2016-07-11,-0.005151621589977753,1.0986122886681096,0.5464480874316939,0.5,0.5263157894736842,1,2016
67,1609,36,Mandy Minella,2016-07-11,-0.003277424330055908,0.2763880658330221,0.6369426751592356,0.5952380952380952,0.625,1,2016
65,1607,36,Evgeniya Rodina,2016-07-11,-0.00276166804750069,-1.015251502434137,0.47619047619047616,0.45454545454545453,0.4807692307692307,1,2016
64,1606,36,Anett Kontaveit,2016-07-11,-0.0005602868668758403,-0.6520671548164807,0.5,0.4329004329004329,0.47393364928909953,1,2016
66,1608,36,Amra Sadikovic,2016-07-11,0.0007226738934056013,0.5166907432183888,0.5464480874316939,0.5,0.5376344086021505,1,2016
63,1605,36,Irina Khromacheva,2016-07-11,-0.0025574165078728313,0.054067221270275745,0.47619047619047616,0.4629629629629629,0.4807692307692307,1,2016
41,1583,35,Ioana Minca,2016-07-12,0.010101010101010102,-1.504077396776274,0.16666666666666666,0.1402524544179523,0.16181229773462785,0,2016
42,1584,35,Ysaline Bonaventure,2016-07-12,0.006421314931953231,0.6108472374916352,0.25,0.2252252252252252,0.25125628140703515,0,2016
47,1589,35,Simona Halep,2016-07-12,-0.195,0.8913093636871374,0.9433962264150942,0.9433962264150942,0.9523809523809523,1,2016
47,1589,35,Barbora Krejcikova,2016-07-12,0.195,-0.8913093636871374,0.1,0.07547169811320754,0.10080645161290323,0,2016
45,1587,35,Kateryna Kozlova,2016-07-12,-0.004116059379217274,-2.0605614210743113,0.78125,0.7352941176470588,0.7633587786259541,0,2016
39,1581,35,Nadia Podoroska,2016-07-12,0.014518518518518517,3.774037262454243,0.26666666666666666,0.26666666666666666,0.28653295128939826,0,2016
38,1580,35,Teliana Pereira,2016-07-12,0.01214470284237726,-0.006580939096420768,0.3076923076923077,0.2857142857142857,0.3194888178913738,0,2016
37,1579,35,Andreea Mitu,2016-07-12,0.012288977159880834,-0.32453117088404265,0.36363636363636365,0.3125,0.3460207612456747,0,2016
36,1578,35,Sesil Karatantcheva,2016-07-12,0.00705039297272307,0.3108236010134754,0.26666666666666666,0.25,0.2717391304347826,0,2016
35,1577,35,María-Teresa Torró-Flor,2016-07-12,0.0014816158684083213,-2.379546134130174,0.5464480874316939,0.47619047619047616,0.5025125628140703,0,2016
45,1587,35,Isabella Shinikova,2016-07-12,0.004116059379217274,2.0605614210743113,0.2857142857142857,0.2770083102493075,0.30120481927710846,1,2016
69,1611,36,Sara Sorribes Tormo,2016-07-12,0.05206677265500795,1.103468747291832,0.2,0.17761989342806395,0.19685039370078738,0,2016
43,1585,35,Polina Leykina,2016-07-12,-0.00030222718184777075,-0.8694264228979378,0.25,0.2,0.2570694087403599,1,2016
44,1586,35,Elitsa Kostova,2016-07-12,0.002548048922539313,1.8443694195003522,0.5,0.4444444444444444,0.4716981132075471,0,2016
70,1612,36,Bethanie Mattek-Sands,2016-07-12,0.008747855917667238,-1.8427732530114405,0.47619047619047616,0.4166666666666667,0.4424778761061947,0,2016
42,1584,35,Pauline Parmentier,2016-07-12,-0.006421314931953231,-0.6108472374916352,0.819672131147541,0.7751937984496123,0.8130081300813008,1,2016
41,1583,35,Patricia Maria Tig,2016-07-12,-0.010101010101010102,1.504077396776274,0.8928571428571428,0.8849557522123894,0.9009009009009008,1,2016
39,1581,35,Danka Kovinic,2016-07-12,-0.014518518518518517,-3.774037262454243,0.8,0.7518796992481203,0.7751937984496123,1,2016
38,1580,35,Laura Siegemund,2016-07-12,-0.01214470284237726,0.006580939096420768,0.7518796992481203,0.7142857142857143,0.7407407407407407,1,2016
69,1611,36,Timea Bacsinszky,2016-07-12,-0.05206677265500795,-1.103468747291832,0.8771929824561404,0.8474576271186441,0.8620689655172414,1,2016
37,1579,35,Monica Niculescu,2016-07-12,-0.012288977159880834,0.32453117088404265,0.7142857142857143,0.6944444444444444,0.7194244604316548,1,2016
36,1578,35,Polona Hercog,2016-07-12,-0.00705039297272307,-0.3108236010134754,0.8,0.7692307692307692,0.7936507936507936,1,2016
35,1577,35,Misa Eguchi,2016-07-12,-0.0014816158684083213,2.379546134130174,0.5464480874316939,0.5235602094240838,0.5617977528089888,1,2016
70,1612,36,Johanna Larsson,2016-07-12,-0.008747855917667238,1.8427732530114405,0.6024096385542169,0.5882352941176471,0.6211180124223602,1,2016
44,1586,35,Francesca Schiavone,2016-07-12,-0.002548048922539313,-1.8443694195003522,0.5813953488372093,0.5555555555555556,0.591715976331361,1,2016
43,1585,35,Shilin Xu,2016-07-12,0.00030222718184777075,0.8694264228979378,0.819672131147541,0.7692307692307692,0.8064516129032259,0,2016
50,1592,35,Aliaksandra Sasnovich,2016-07-13,0.0038981288981288983,-0.40698949864726086,0.3333333333333333,0.28169014084507044,0.32679738562091504,0,2016
49,1591,35,Misa Eguchi,2016-07-13,0.016966505777387744,1.3868667163773354,0.2,0.1724137931034483,0.19880715705765406,0,2016
51,1593,35,Cagla Buyukakcay,2016-07-13,-0.0067541856925418566,-0.5732432533344243,0.6666666666666666,0.6097560975609756,0.6535947712418301,0,2016
48,1590,35,Polona Hercog,2016-07-13,0.006963162623539982,0.14750613710858984,0.45454545454545453,0.425531914893617,0.4464285714285714,1,2016
49,1591,35,Laura Siegemund,2016-07-13,-0.016966505777387744,-1.3868667163773354,0.8620689655172414,0.8333333333333334,0.8620689655172414,1,2016
50,1592,35,Pauline Parmentier,2016-07-13,-0.0038981288981288983,0.40698949864726086,0.7352941176470588,0.7092198581560284,0.7352941176470588,1,2016
51,1593,35,Vania King,2016-07-13,0.0067541856925418566,0.5732432533344243,0.4,0.3846153846153846,0.4098360655737705,1,2016
48,1590,35,Monica Niculescu,2016-07-13,-0.006963162623539982,-0.14750613710858984,0.6211180124223602,0.5988023952095809,0.6172839506172839,0,2016
53,1595,35,Anastasija Sevastova,2016-07-14,-0.00505050505050505,0.27193371548364176,0.7142857142857143,0.6756756756756757,0.7194244604316548,1,2016
54,1596,35,Simona Halep,2016-07-14,-0.1935897435897436,-2.66917112927465,0.9615384615384615,0.9090909090909091,0.9615384615384615,1,2016
55,1597,35,Sara Errani,2016-07-14,-0.037718057520037714,-0.4511583357670631,0.78125,0.7246376811594204,0.7575757575757576,1,2016
74,1616,36,Stefanie Voegele,2016-07-14,0.00029126213592233115,1.3862943611198906,0.2857142857142857,0.2469135802469136,0.2777777777777778,0,2016
73,1615,36,Patty Schnyder,2016-07-14,0.007794108290386207,2.458079407554856,0.2222222222222222,0.2,0.2242152466367713,0,2016
52,1594,35,Danka Kovinic,2016-07-14,-0.013543394140409065,-2.544804791369069,0.9090909090909091,0.9009009009009008,0.9174311926605504,1,2016
71,1613,36,Mona Barthel,2016-07-14,-0.008020050125313281,-0.5371510489335394,0.5,0.47619047619047616,0.5025125628140703,0,2016
54,1596,35,Isabella Shinikova,2016-07-14,0.1935897435897436,2.66917112927465,0.09090909090909091,0.07246376811594203,0.09319664492078285,0,2016
53,1595,35,Patricia Maria Tig,2016-07-14,0.00505050505050505,-0.27193371548364176,0.36363636363636365,0.30303030303030304,0.3424657534246575,0,2016
52,1594,35,Polina Leykina,2016-07-14,0.013543394140409065,2.544804791369069,0.14285714285714285,0.10775862068965518,0.14204545454545456,0,2016
72,1614,36,Jelena Jankovic,2016-07-14,-0.03578233189274594,-0.22415416282013328,0.8928571428571428,0.8771929824561404,0.8928571428571428,0,2016
71,1613,36,Viktorija Golubic,2016-07-14,0.008020050125313281,0.5371510489335394,0.5813953488372093,0.5235602094240838,0.5586592178770949,1,2016
55,1597,35,Francesca Schiavone,2016-07-14,0.037718057520037714,0.4511583357670631,0.2857142857142857,0.2469135802469136,0.30303030303030304,0,2016
73,1615,36,Katerina Siniakova,2016-07-14,-0.007794108290386207,-2.458079407554856,0.8474576271186441,0.8064516129032259,0.8333333333333334,1,2016
72,1614,36,Rebeka Masarova,2016-07-14,0.03578233189274594,0.22415416282013328,0.16666666666666666,0.14084507042253522,0.16611295681063123,1,2016
74,1616,36,Carina Witthoeft,2016-07-14,-0.00029126213592233115,-1.3862943611198906,0.78125,0.7518796992481203,0.7874015748031495,1,2016
77,1619,36,Annika Beck,2016-07-15,-0.017620137299771167,-0.18195478620484407,0.7142857142857143,0.6896551724137931,0.7042253521126761,1,2016
76,1618,36,Kiki Bertens,2016-07-15,-0.02928722653493296,1.011734200582376,0.9259259259259258,0.9090909090909091,0.9259259259259258,1,2016
59,1601,35,Simona Halep,2016-07-15,-0.1814814814814815,0.6313698208637022,0.8771929824561404,0.8333333333333334,0.8695652173913044,1,2016
58,1600,35,Anastasija Sevastova,2016-07-15,0.032467532467532464,1.1379643606514045,0.4444444444444444,0.42016806722689076,0.4484304932735426,1,2016
57,1599,35,Vania King,2016-07-15,0.00656906906906907,-0.19671029424605413,0.3333333333333333,0.3333333333333333,0.35211267605633806,1,2016
56,1598,35,Laura Siegemund,2016-07-15,-0.011351052048726468,-0.30830135965451666,0.6944444444444444,0.6896551724137931,0.7142857142857143,1,2016
75,1617,36,Lara Arruabarrena,2016-07-15,0.01948529411764706,0.44594221557550967,0.36363636363636365,0.3333333333333333,0.3508771929824561,1,2016
76,1618,36,Tamira Paszek,2016-07-15,0.02928722653493296,-1.011734200582376,0.125,0.12004801920768307,0.1383125864453665,0,2016
77,1619,36,Marina Erakovic,2016-07-15,0.017620137299771167,0.18195478620484407,0.36363636363636365,0.3278688524590164,0.35714285714285715,0,2016
78,1620,36,Jana Cepelova,2016-07-15,0.004404761904761906,0.0,0.42194092827004215,0.4081632653061224,0.42194092827004215,0,2016
79,1621,36,Evgeniya Rodina,2016-07-15,-0.0002801120448179262,-1.0266073667111666,0.4,0.3333333333333333,0.3921568627450981,0,2016
80,1622,36,Julia Goerges,2016-07-15,-0.0048587570621468935,-0.7731898882334817,0.7352941176470588,0.7142857142857143,0.7462686567164178,0,2016
81,1623,36,Claire Feuerstein,2016-07-15,0.03612508986340762,0.3301287626990381,0.1,0.0791765637371338,0.10351966873706003,0,2016
82,1624,36,Anett Kontaveit,2016-07-15,-0.009614860073100213,-1.7157268131492098,0.8771929824561404,0.8333333333333334,0.8474576271186441,0,2016
86,1628,36,Mandy Minella,2016-07-15,0.0500515995872033,0.9181968088914781,0.14285714285714285,0.12903225806451613,0.1519756838905775,0,2016
85,1627,36,Amra Sadikovic,2016-07-15,0.010774410774410773,-1.7047480922384253,0.36363636363636365,0.3389830508474576,0.36101083032490977,0,2016
78,1620,36,Julia Goerges,2016-07-15,-0.004404761904761906,0.0,0.6535947712418301,0.6060606060606061,0.6369426751592356,1,2016
84,1626,36,Katerina Siniakova,2016-07-15,0.015563101301641197,0.29262035409236353,0.45454545454545453,0.45454545454545453,0.4716981132075471,0,2016
79,1621,36,Viktorija Golubic,2016-07-15,0.0002801120448179262,1.0266073667111666,0.6666666666666666,0.6369426751592356,0.6666666666666666,1,2016
81,1623,36,Kiki Bertens,2016-07-15,-0.03612508986340762,-0.3301287626990381,0.9523809523809523,0.9345794392523364,0.9523809523809523,1,2016
56,1598,35,Polona Hercog,2016-07-15,0.011351052048726468,0.30830135965451666,0.38167938931297707,0.31746031746031744,0.3508771929824561,0,2016
57,1599,35,Pauline Parmentier,2016-07-15,-0.00656906906906907,0.19671029424605413,0.7352941176470588,0.6802721088435374,0.7142857142857143,0,2016
58,1600,35,Sara Errani,2016-07-15,-0.032467532467532464,-1.1379643606514045,0.6369426751592356,0.5780346820809249,0.6134969325153374,0,2016
59,1601,35,Danka Kovinic,2016-07-15,0.1814814814814815,-0.6313698208637022,0.18181818181818182,0.16666666666666666,0.19305019305019305,0,2016
80,1622,36,Irina Khromacheva,2016-07-15,0.0048587570621468935,0.7731898882334817,0.3333333333333333,0.2770083102493075,0.31347962382445144,1,2016
86,1628,36,Timea Bacsinszky,2016-07-15,-0.0500515995872033,-0.9181968088914781,0.9090909090909091,0.8849557522123894,0.9090909090909091,1,2016
83,1625,36,Lara Arruabarrena,2016-07-15,-0.0017647058823529408,0.7086513670959106,0.47619047619047616,0.4132231404958678,0.4926108374384237,0,2016
84,1626,36,Annika Beck,2016-07-15,-0.015563101301641197,-0.29262035409236353,0.5813953488372093,0.5714285714285714,0.5882352941176471,1,2016
83,1625,36,Carina Witthoeft,2016-07-15,0.0017647058823529408,-0.7086513670959106,0.6024096385542169,0.5,0.5649717514124294,1,2016
82,1624,36,Rebeka Masarova,2016-07-15,0.009614860073100213,1.7157268131492098,0.18181818181818182,0.18181818181818182,0.21186440677966104,1,2016
75,1617,36,Caroline Garcia,2016-07-15,-0.01948529411764706,-0.44594221557550967,0.7142857142857143,0.6896551724137931,0.7142857142857143,0,2016
85,1627,36,Johanna Larsson,2016-07-15,-0.010774410774410773,1.7047480922384253,0.7142857142857143,0.6756756756756757,0.6993006993006994,1,2016
87,1629,36,Rebeka Masarova,2016-07-16,0.025061084329393118,1.708631643476335,0.2857142857142857,0.2777777777777778,0.3021148036253776,1,2016
88,1630,36,Viktorija Golubic,2016-07-16,0.00047619047619047554,1.8604560005142898,0.47619047619047616,0.46511627906976744,0.4926108374384237,1,2016
90,1632,36,Kiki Bertens,2016-07-16,-0.029986962190352025,-0.44430222808470066,0.8620689655172414,0.8264462809917356,0.8547008547008548,1,2016
91,1633,36,Viktorija Golubic,2016-07-16,-0.008269104379518433,-0.3167414574381531,0.6369426751592356,0.5882352941176471,0.6493506493506493,1,2016
92,1634,36,Kiki Bertens,2016-07-16,0.02036199095022624,1.1675698263388286,0.4,0.36363636363636365,0.40322580645161293,1,2016
61,1603,35,Vania King,2016-07-16,0.19305555555555556,1.7722773255651678,0.1111111111111111,0.08210180623973727,0.10582010582010583,0,2016
60,1602,35,Laura Siegemund,2016-07-16,-0.00810429880197322,-0.4004888481219362,0.6944444444444444,0.6578947368421053,0.6896551724137931,0,2016
60,1602,35,Anastasija Sevastova,2016-07-16,0.00810429880197322,0.4004888481219362,0.36363636363636365,0.3508771929824561,0.3731343283582089,1,2016
89,1631,36,Timea Bacsinszky,2016-07-16,-0.040641711229946524,-1.704962477489541,0.8928571428571428,0.819672131147541,0.8695652173913044,1,2016
61,1603,35,Simona Halep,2016-07-16,-0.19305555555555556,-1.7722773255651678,0.9345794392523364,0.9345794392523364,0.9433962264150942,1,2016
88,1630,36,Carina Witthoeft,2016-07-16,-0.00047619047619047554,-1.8604560005142898,0.5813953488372093,0.5555555555555556,0.5649717514124294,0,2016
89,1631,36,Johanna Larsson,2016-07-16,0.040641711229946524,1.704962477489541,0.16666666666666666,0.16666666666666666,0.19120458891013384,0,2016
90,1632,36,Irina Khromacheva,2016-07-16,0.029986962190352025,0.44430222808470066,0.2,0.17271157167530224,0.2012072434607646,0,2016
91,1633,36,Rebeka Masarova,2016-07-16,0.008269104379518433,0.3167414574381531,0.42194092827004215,0.3508771929824561,0.39840637450199207,0,2016
92,1634,36,Timea Bacsinszky,2016-07-16,-0.02036199095022624,-1.1675698263388286,0.6535947712418301,0.6369426751592356,0.6535947712418301,0,2016
87,1629,36,Annika Beck,2016-07-16,-0.025061084329393118,-1.708631643476335,0.7692307692307692,0.7246376811594204,0.7575757575757576,0,2016
93,1635,36,Viktorija Golubic,2016-07-17,0.02893772893772894,1.0689170333640297,0.25,0.24390243902439027,0.2645502645502646,1,2016
62,1604,35,Simona Halep,2016-07-17,-0.18484848484848487,-2.610741645784464,0.8474576271186441,0.819672131147541,0.8547008547008548,1,2016
62,1604,35,Anastasija Sevastova,2016-07-17,0.18484848484848487,2.610741645784464,0.2222222222222222,0.18181818181818182,0.20746887966804978,0,2016
93,1635,36,Kiki Bertens,2016-07-17,-0.02893772893772894,-1.0689170333640297,0.8,0.7692307692307692,0.7936507936507936,0,2016
127,1669,38,Jennifer Brady,2016-07-18,0.012896433741281747,0.44183275227903923,0.2857142857142857,0.2747252747252747,0.29673590504451036,0,2016
94,1636,37,Karin Knapp,2016-07-18,0.00028348688873139696,1.3668762752627892,0.6211180124223602,0.5988023952095809,0.6211180124223602,1,2016
95,1637,37,Anna Karolina Schmiedlova,2016-07-18,-0.012331976815883584,-2.691243082785829,0.6211180124223602,0.5882352941176471,0.625,1,2016
153,1695,39,Madison Brengle,2016-07-18,0.004545454545454547,-0.6355463867083584,0.5464480874316939,0.46511627906976744,0.49504950495049505,0,2016
152,1694,39,Alla Kudryavtseva,2016-07-18,0.06536796536796537,0.7057486074379491,0.23094688221709006,0.2,0.22573363431151244,0,2016
127,1669,38,Alize Cornet,2016-07-18,-0.012896433741281747,-0.44183275227903923,0.78125,0.7352941176470588,0.7692307692307692,1,2016
94,1636,37,Denisa Allertova,2016-07-18,-0.00028348688873139696,-1.3668762752627892,0.45454545454545453,0.4166666666666667,0.4424778761061947,0,2016
95,1637,37,Susanne Celik,2016-07-18,0.012331976815883584,2.691243082785829,0.45454545454545453,0.3921568627450981,0.4385964912280702,0,2016
153,1695,39,Yanina Wickmayer,2016-07-18,-0.004545454545454547,0.6355463867083584,0.5464480874316939,0.5464480874316939,0.5649717514124294,1,2016
152,1694,39,Samantha Stosur,2016-07-18,-0.06536796536796537,-0.7057486074379491,0.8333333333333334,0.8130081300813008,0.8403361344537815,1,2016
105,1647,37,Johanna Larsson,2016-07-19,-0.0050008773469029655,-0.01834913866819643,0.8,0.7518796992481203,0.78125,1,2016
106,1648,37,Bethanie Mattek-Sands,2016-07-19,0.038185085354896675,-1.8135411828573673,0.29411764705882354,0.25,0.2717391304347826,1,2016
155,1697,39,Aleksandra Wozniak,2016-07-19,0.003661702753012638,0.3570127247222177,0.5555555555555556,0.5235602094240838,0.5405405405405405,0,2016
156,1698,39,Francoise Abanda,2016-07-19,-0.002036731810689899,1.2641267271456833,0.7142857142857143,0.6493506493506493,0.684931506849315,0,2016
131,1673,38,Naomi Osaka,2016-07-19,-0.004683462532299742,-1.2685113254635072,0.6535947712418301,0.6134969325153374,0.6369426751592356,0,2016
134,1676,38,Varvara Lepchenko,2016-07-19,-0.006410256410256412,0.21764232489502283,0.5,0.4716981132075471,0.48780487804878053,0,2016
96,1638,37,Sara Errani,2016-07-19,-0.02507462686567164,-1.506599466208984,0.7142857142857143,0.6666666666666666,0.7042253521126761,1,2016
