,match_id,player,date,year,rankdist,wikibuzz,inverse_b365,inverse_avg,inverse_best,outcome
12783,12783,Niculescu M.,2015-07-02,2015.0,-0.01139937106918239,0.0,0.7812500174622987,0.7692307974459868,0.7407407276587887,1
12784,12784,Pliskova K.,2015-07-02,2015.0,0.03253731343283582,0.0,0.25,0.24213074389596498,0.21505375903029578,1
12785,12785,Radwanska A.,2015-07-02,2015.0,-0.06457739791073125,0.0,0.8928571390558262,0.8771929934634618,0.8547008860510964,1
12786,12786,Rybarikova M.,2015-07-02,2015.0,0.10961538461538461,0.0,0.3076923076923077,0.30120482533361187,0.2857142857142857,1
12787,12787,Wozniacki C.,2015-07-02,2015.0,-0.18795180722891566,0.0,0.9345793934386541,0.9345793934386541,0.9090908893868948,1
12774,12774,Giorgi C.,2015-07-02,2015.0,-0.01948529411764706,0.0,0.900900889290549,0.8928571390558262,0.8771929934634618,1
12787,12787,Allertova D.,2015-07-02,2015.0,0.18795180722891566,0.0,0.1111111111111111,0.11560694151451426,0.10526315789473684,0
12780,12780,Lisicki S.,2015-07-02,2015.0,-0.03993055555555555,0.0,0.8196721119254039,0.8264462549368408,0.8,1
12789,12789,Mattek-Sands B.,2015-07-03,2015.0,0.039125431530494824,-0.14594873056088153,0.3333333333333333,0.3289473725487982,0.29850747118444504,0
12791,12791,Stephens S.,2015-07-03,2015.0,0.13963963963963963,-0.24241938966040286,0.4545454446934474,0.4672896967193271,0.44052863806273873,0
12792,12792,Begu I.,2015-07-03,2015.0,0.21774193548387097,0.14620190111418058,0.09090909090909091,0.09871668200422234,0.07017543859649122,0
12793,12793,Stosur S.,2015-07-03,2015.0,-0.022201665124884366,-0.473850427995926,0.4347826177095873,0.4464285695279131,0.41666665010982157,0
12795,12795,Watson H.,2015-07-03,2015.0,0.9830508474576272,-0.30570428394370225,0.07692307692307693,0.08163265306122448,0.058823529411764705,0
12790,12790,Petkovic A.,2015-07-03,2015.0,-0.04201680672268907,0.2628770504429324,0.6944444168497026,0.699300724950897,0.6578947450975964,0
12795,12795,Williamsx S.,2015-07-03,2015.0,-0.9830508474576272,0.30570428394370225,0.9615384968074834,0.9615384968074834,0.9523809956314903,1
12788,12788,Mladenovic K.,2015-07-03,2015.0,0.015350877192982455,-0.0582655264938181,0.26666666666666666,0.271739125505287,0.25,0
12792,12792,Sharapova M.,2015-07-03,2015.0,-0.21774193548387097,-0.14620190111418058,0.9523809956314903,0.9523809956314903,0.9345793934386541,1
12791,12791,Safarova L.,2015-07-03,2015.0,-0.13963963963963963,0.24241938966040286,0.6024096506672237,0.5882352776180919,0.5714285714285714,1
12790,12790,Diyas Z.,2015-07-03,2015.0,0.04201680672268907,-0.2628770504429324,0.36363636363636365,0.3597122339177876,0.3333333333333333,1
12789,12789,Bencic B.,2015-07-03,2015.0,-0.039125431530494824,0.14594873056088153,0.7142857264499277,0.729927004758713,0.6944444168497026,1
12788,12788,Azarenka V.,2015-07-03,2015.0,-0.015350877192982455,0.0582655264938181,0.7812500174622987,0.7874015866287349,0.7575757274724029,1
12793,12793,Vandeweghe C.,2015-07-03,2015.0,0.022201665124884366,0.473850427995926,0.6211180069036246,0.6097561028796531,0.5714285714285714,1
12803,12803,Giorgi C.,2015-07-04,2015.0,0.16875,0.15304659886241243,0.3816794059846342,0.3816794059846342,0.35335689998550956,0
12802,12802,Dellacqua C.,2015-07-04,2015.0,0.0605296343001261,0.0,0.15384615384615385,0.17035775459896044,0.15151515370448654,0
12800,12800,Kerber A.,2015-07-04,2015.0,-0.05,0.0,0.7692307974459868,0.7692307974459868,0.7352941099128922,0
12799,12799,Maria T.,2015-07-04,2015.0,0.0347985347985348,-0.025611020125373026,0.25,0.2463054221905688,0.2222222222222222,0
12798,12798,Kvitova P.,2015-07-04,2015.0,-0.4666666666666667,0.4469196804038625,0.8620689903229801,0.8620689903229801,0.8474576647889183,0
12797,12797,Rybarikova M.,2015-07-04,2015.0,-0.007187894073139975,0.0,0.6211180069036246,0.6134969343100499,0.5714285714285714,0
12796,12796,Lisicki S.,2015-07-04,2015.0,0.011111111111111113,0.0,0.5555555702727522,0.5555555702727522,0.5319148949661531,0
12801,12801,Pliskova K.,2015-07-04,2015.0,0.013370646766169152,0.0,0.36363636363636365,0.36363636363636365,0.3367003334568775,0
12796,12796,Bacsinszky T.,2015-07-04,2015.0,-0.011111111111111113,0.0,0.5,0.5050505001853163,0.47619049781574513,1
12800,12800,Muguruza G.,2015-07-04,2015.0,0.05,0.0,0.2857142857142857,0.2923976542958565,0.25,1
12797,12797,Govortsova O.,2015-07-04,2015.0,0.007187894073139975,0.0,0.4347826177095873,0.4424778779733619,0.4201680470233542,1
12798,12798,Jankovic J.,2015-07-04,2015.0,0.4666666666666667,-0.4469196804038625,0.2,0.19267822523600453,0.16233766635888994,1
12799,12799,Keys M.,2015-07-04,2015.0,-0.0347985347985348,0.025611020125373026,0.8,0.8130081174740657,0.7692307974459868,1
12801,12801,Niculescu M.,2015-07-04,2015.0,-0.013370646766169152,0.0,0.6944444168497026,0.6944444168497026,0.6756756669679118,1
12802,12802,Radwanska A.,2015-07-04,2015.0,-0.0605296343001261,0.0,0.900900889290549,0.8849557559467238,0.8620689903229801,1
12803,12803,Wozniacki C.,2015-07-04,2015.0,-0.16875,-0.15304659886241243,0.6666666666666666,0.6756756669679118,0.6493506654355597,1
12807,12807,Muguruza G.,2015-07-06,2015.0,0.15000000000000002,0.9106123120916574,0.4,0.41152262243946547,0.392156870078234,1
12808,12808,Jankovic J.,2015-07-06,2015.0,0.043589743589743594,0.0,0.3333333333333333,0.32573290610586886,0.2890173378540068,0
12807,12807,Wozniacki C.,2015-07-06,2015.0,-0.15000000000000002,-0.9106123120916574,0.6535947834637234,0.6410256645383223,0.6134969343100499,0
12806,12806,Govortsova O.,2015-07-06,2015.0,0.039422326307572204,-0.14010603826660797,0.36363636363636365,0.3424657444766908,0.29411763880904596,0
12805,12805,Niculescu M.,2015-07-06,2015.0,0.04583333333333334,-0.3149401048118392,0.26666666666666666,0.2702702667871647,0.2222222222222222,0
12804,12804,Bencic B.,2015-07-06,2015.0,-0.0037878787878787915,-0.13175641698610213,0.3076923076923077,0.34129692055152644,0.3076923076923077,0
12808,12808,Radwanska A.,2015-07-06,2015.0,-0.043589743589743594,0.0,0.7142857264499277,0.729927004758713,0.6944444168497026,1
12811,12811,Williamsx S.,2015-07-06,2015.0,-0.9375,-0.10621232820511262,0.8333333002196431,0.8196721119254039,0.7812500174622987,1
12810,12810,Vandeweghe C.,2015-07-06,2015.0,0.1453900709219858,-0.1880692685841472,0.36363636363636365,0.3597122339177876,0.3333333333333333,1
12809,12809,Sharapova M.,2015-07-06,2015.0,-0.22058823529411764,-0.5067312316653406,0.9433962773411019,0.9433962773411019,0.9259258891329368,1
12809,12809,Diyas Z.,2015-07-06,2015.0,0.22058823529411764,0.5067312316653406,0.1,0.10706637940716991,0.08695652173913043,0
12804,12804,Azarenka V.,2015-07-06,2015.0,0.0037878787878787915,0.13175641698610213,0.7352941099128922,0.7142857264499277,0.6849314889533816,1
12805,12805,Bacsinszky T.,2015-07-06,2015.0,-0.04583333333333334,0.3149401048118392,0.7812500174622987,0.7812500174622987,0.6944444168497026,1
12811,12811,Williams V.,2015-07-06,2015.0,0.9375,0.10621232820511262,0.2222222222222222,0.2341920385168287,0.21505375903029578,0
12806,12806,Keys M.,2015-07-06,2015.0,-0.039422326307572204,0.14010603826660797,0.6944444168497026,0.709219874945225,0.6578947450975964,1
12810,12810,Safarova L.,2015-07-06,2015.0,-0.1453900709219858,0.1880692685841472,0.6944444168497026,0.6944444168497026,0.6666666666666666,0
12813,12813,Keys M.,2015-07-07,2015.0,0.02930402930402931,0.9597538958386802,0.3333333333333333,0.3344481594683792,0.30674846715502496,0
12814,12814,Vandeweghe C.,2015-07-07,2015.0,0.22872340425531915,1.3797820081326138,0.2222222222222222,0.23094688628633928,0.20408162868107332,0
12812,12812,Bacsinszky T.,2015-07-07,2015.0,-0.016666666666666663,-0.5220554245613216,0.47619049781574513,0.47169813867055094,0.4424778779733619,0
12815,12815,Williamsx S.,2015-07-07,2015.0,-0.9583333333333334,-0.03791401104074077,0.7812500174622987,0.7633588119692684,0.729927004758713,1
12815,12815,Azarenka V.,2015-07-07,2015.0,0.9583333333333334,0.03791401104074077,0.26666666666666666,0.28409091063028524,0.26315789803903855,0
12813,12813,Radwanska A.,2015-07-07,2015.0,-0.02930402930402931,-0.9597538958386802,0.7142857264499277,0.7194244678355752,0.6896551497342619,1
12814,12814,Sharapova M.,2015-07-07,2015.0,-0.22872340425531915,-1.3797820081326138,0.8333333002196431,0.8196721119254039,0.7874015866287349,1
12812,12812,Muguruza G.,2015-07-07,2015.0,0.016666666666666663,0.5220554245613216,0.5813953391663639,0.5813953391663639,0.5555555702727522,1
12816,12816,Radwanska A.,2015-07-09,2015.0,-0.026923076923076925,-0.9259992458135438,0.5263157960780771,0.523560218573669,0.5,0
12817,12817,Sharapova M.,2015-07-09,2015.0,0.75,0.4473113083431513,0.2,0.19011406016850663,0.0625,0
12816,12816,Muguruza G.,2015-07-09,2015.0,0.026923076923076925,0.9259992458135438,0.5263157960780771,0.5263157960780771,0.5,1
12817,12817,Williamsx S.,2015-07-09,2015.0,-0.75,-0.4473113083431513,0.8620689903229801,0.8474576647889183,0.8196721119254039,1
12818,12818,Muguruza G.,2015-07-11,2015.0,0.95,1.7147037201671973,0.18181818181818182,0.18975332136987805,0.16666666666666666,0
12818,12818,Williamsx S.,2015-07-11,2015.0,-0.95,-1.7147037201671973,0.8620689903229801,0.8547008860510964,0.8333333002196431,1
12819,12819,Bertens K.,2015-07-13,2015.0,0.010683760683760684,-0.2350721221794836,0.6024096506672237,0.5882352776180919,0.5714285714285714,0
12820,12820,Buyukakcay C.,2015-07-13,2015.0,0.04310344827586207,1.5223107209791142,0.1111111111111111,0.11904762445393628,0.09523809523809523,0
12821,12821,Smitkova T.,2015-07-13,2015.0,0.000855955001222793,0.42121346507630353,0.4444444444444444,0.4545454446934474,0.4347826177095873,0
12823,12823,Glushko J.,2015-07-13,2015.0,0.036855744313273826,0.4108872486209453,0.14285714285714285,0.13793103448275862,0.1111111111111111,0
12824,12824,Voegele S.,2015-07-13,2015.0,-0.0018831078253591848,-0.472604410945793,0.6666666666666666,0.6535947834637234,0.6289308044070249,0
12819,12819,Barthel M.,2015-07-13,2015.0,-0.010683760683760684,0.2350721221794836,0.47619049781574513,0.47393367285195304,0.4444444444444444,1
12824,12824,Tatishvili A.,2015-07-13,2015.0,0.0018831078253591848,0.472604410945793,0.4,0.40983605596270195,0.371747203988273,1
12823,12823,Stosur S.,2015-07-13,2015.0,-0.036855744313273826,-0.4108872486209453,0.9090908893868948,0.9174311645664506,0.900900889290549,1
12821,12821,Hercog P.,2015-07-13,2015.0,-0.000855955001222793,-0.42121346507630353,0.6369426538796358,0.6097561028796531,0.5882352776180919,1
12820,12820,Errani S.,2015-07-13,2015.0,-0.04310344827586207,-1.5223107209791142,0.9433962773411019,0.9345793934386541,0.9090908893868948,1
12835,12835,Mitu A.,2015-07-14,2015.0,0.0012639942217407014,-0.06979576193554192,0.5464480746169359,0.523560218573669,0.4950495096249109,1
12843,12843,Zanevska M.,2015-07-14,2015.0,0.0009358366964964619,0.34032580593720285,0.26666666666666666,0.2808988809194278,0.25,1
12826,12826,Allertova D.,2015-07-14,2015.0,-0.009948200747830264,-2.817612403613736,0.7352941099128922,0.7142857264499277,0.6944444168497026,1
12827,12827,Arruabarrena L.,2015-07-14,2015.0,-0.009098639455782313,-1.1968043148473235,0.8,0.7633588119692684,0.7407407276587887,1
12828,12828,Cepelova J.,2015-07-14,2015.0,0.00979591836734694,0.0,0.2857142857142857,0.29761905691115526,0.2777777851363761,1
12829,12829,Friedsam A.L.,2015-07-14,2015.0,-0.006015037593984962,-1.0814912478879983,0.6666666666666666,0.6578947450975964,0.6369426538796358,1
12830,12830,Govortsova O.,2015-07-14,2015.0,-0.005976252260753321,-1.3389908753062292,0.6944444168497026,0.6896551497342619,0.6666666666666666,1
12831,12831,Koukalova K.,2015-07-14,2015.0,-0.006075533661740559,-2.917279210816089,0.8620689903229801,0.8620689903229801,0.8474576647889183,1
12836,12836,Niculescu M.,2015-07-14,2015.0,-0.0194882831181253,-1.3723831810218514,0.8928571390558262,0.8849557559467238,0.8695652354191746,1
12837,12837,Peer S.,2015-07-14,2015.0,6.887052341597762e-05,-0.03390155167568134,0.36363636363636365,0.3690036848426666,0.35087720472359923,1
12840,12840,Rodina E.,2015-07-14,2015.0,-0.006521399562636676,-0.9231963433147137,0.7142857264499277,0.704225373395827,0.6802720956035777,1
12839,12839,Putintseva Y.,2015-07-14,2015.0,0.0026155187445510014,-0.48049986789815907,0.6024096506672237,0.5780346757080136,0.5555555702727522,1
12826,12826,Dinu C.,2015-07-14,2015.0,0.009948200747830264,2.817612403613736,0.3333333333333333,0.3472222084248513,0.31446540220351243,0
12827,12827,Arvidsson S.,2015-07-14,2015.0,0.009098639455782313,1.1968043148473235,0.26666666666666666,0.29761905691115526,0.26666666666666666,0
12828,12828,Witthoeft C.,2015-07-14,2015.0,-0.00979591836734694,0.0,0.7812500174622987,0.7692307974459868,0.746268638127311,0
12829,12829,Sorribes Tormo S.,2015-07-14,2015.0,0.006015037593984962,1.0814912478879983,0.4,0.4065040587370328,0.38022812033701325,0
12830,12830,Kontaveit A.,2015-07-14,2015.0,0.005976252260753321,1.3389908753062292,0.3816794059846342,0.37878786373620144,0.35087720472359923,0
12831,12831,Celik S.,2015-07-14,2015.0,0.006075533661740559,2.917279210816089,0.2,0.2012072519547206,0.18281536350204564,0
12832,12832,Martic P.,2015-07-14,2015.0,0.004018912529550828,0.7339691750802004,0.4,0.4016064241646517,0.37037036382939437,0
12838,12838,Peterson R.,2015-07-14,2015.0,-0.0017685566466054273,0.3879719506606474,0.6211180069036246,0.5917159562968884,0.5714285714285714,1
12834,12834,Dominguez Lino L.,2015-07-14,2015.0,-0.007036441819050516,-0.9796266070459658,0.7812500174622987,0.7633588119692684,0.729927004758713,0
12836,12836,Bogdan A.,2015-07-14,2015.0,0.0194882831181253,1.3723831810218514,0.16666666666666666,0.17636684066036648,0.16,0
12837,12837,Bondarenko K.,2015-07-14,2015.0,-6.887052341597762e-05,0.03390155167568134,0.7142857264499277,0.6944444168497026,0.6756756669679118,0
12838,12838,Minella M.,2015-07-14,2015.0,0.0017685566466054273,-0.3879719506606474,0.4545454446934474,0.47169813867055094,0.4545454446934474,0
12839,12839,Maria T.,2015-07-14,2015.0,-0.0026155187445510014,0.48049986789815907,0.47619049781574513,0.4854369066878265,0.4651162584386312,0
12840,12840,Rus A.,2015-07-14,2015.0,0.006521399562636676,0.9231963433147137,0.36363636363636365,0.36363636363636365,0.34482757486713095,0
12843,12843,Siegemund L.,2015-07-14,2015.0,-0.0009358366964964619,-0.34032580593720285,0.8,0.7812500174622987,0.7518796749870864,0
12832,12832,Kovinic D.,2015-07-14,2015.0,-0.004018912529550828,-0.7339691750802004,0.6666666666666666,0.6622516598117377,0.6451613101701217,1
12835,12835,Beck A.,2015-07-14,2015.0,-0.0012639942217407014,0.06979576193554192,0.5464480746169359,0.543478251010574,0.523560218573669,0
12834,12834,Lim A.,2015-07-14,2015.0,0.007036441819050516,0.9796266070459658,0.2857142857142857,0.29850747118444504,0.2777777851363761,1
12845,12845,Barthel M.,2015-07-15,2015.0,-0.012036524626452685,-0.9042342163163717,0.7142857264499277,0.729927004758713,0.699300724950897,1
12854,12854,Vinci R.,2015-07-15,2015.0,-0.01002710027100271,-0.13893495994123503,0.6024096506672237,0.5952381138223105,0.5555555702727522,1
12846,12846,Cepelova J.,2015-07-15,2015.0,0.002141597379692618,1.0981730178505915,0.36363636363636365,0.3690036848426666,0.33898304536814533,1
12847,12847,Cirstea S.,2015-07-15,2015.0,0.0043560606060606055,-0.622877984713389,0.5263157960780771,0.5,0.4444444444444444,1
12848,12848,Dulgheru A.,2015-07-15,2015.0,-0.01571503404924044,-1.3509965790388667,0.8620689903229801,0.8196721119254039,0.7936507996578126,1
12849,12849,Errani S.,2015-07-15,2015.0,-0.04173553719008265,-0.56215931428149,0.8771929934634618,0.8849557559467238,0.8620689903229801,1
12852,12852,Larsson J.,2015-07-15,2015.0,-0.0051932367149758445,-0.2759699165232697,0.6944444168497026,0.6711409353016787,0.6493506654355597,1
12853,12853,Pereira T.,2015-07-15,2015.0,-0.004529395778603135,0.8635991617985161,0.7352941099128922,0.729927004758713,0.7142857264499277,1
12855,12855,Williamsx S.,2015-07-15,2015.0,-0.9953488372093023,-3.0198576021170807,0.9803921751955851,0.970873813375653,0.9615384968074834,1
12844,12844,Arruabarrena L.,2015-07-15,2015.0,0.030978260869565215,1.7693932908784826,0.29411763880904596,0.30864197440017305,0.28653295050642086,1
12848,12848,Zhang S.,2015-07-15,2015.0,0.01571503404924044,1.3509965790388667,0.2222222222222222,0.24271845334391326,0.21276596608125264,0
12846,12846,Govortsova O.,2015-07-15,2015.0,-0.002141597379692618,-1.0981730178505915,0.7142857264499277,0.6944444168497026,0.6249999906867744,0
12847,12847,Karatantcheva S.,2015-07-15,2015.0,-0.0043560606060606055,0.622877984713389,0.5555555702727522,0.5617977618388555,0.5405405335743294,0
12849,12849,Peer S.,2015-07-15,2015.0,0.04173553719008265,0.56215931428149,0.18181818181818182,0.1769911474550104,0.1479289890742221,0
12852,12852,Hogenkamp R.,2015-07-15,2015.0,0.0051932367149758445,0.2759699165232697,0.3816794059846342,0.39062500873114936,0.35714286322496386,0
12853,12853,Kucova K.,2015-07-15,2015.0,0.004529395778603135,-0.8635991617985161,0.3333333333333333,0.3378378334839559,0.3030303074089731,0
12854,12854,Babos T.,2015-07-15,2015.0,0.01002710027100271,0.13893495994123503,0.47619049781574513,0.4672896967193271,0.4366812299816886,0
12855,12855,Bonaventure Y.,2015-07-15,2015.0,0.9953488372093023,3.0198576021170807,0.06666666666666667,0.07855459826861283,0.058823529411764705,0
12845,12845,Zanevska M.,2015-07-15,2015.0,0.012036524626452685,0.9042342163163717,0.36363636363636365,0.3322259146738715,0.3076923076923077,0
12844,12844,Stosur S.,2015-07-15,2015.0,-0.030978260869565215,-1.7693932908784826,0.7692307974459868,0.7575757274724029,0.7352941099128922,0
12859,12859,Friedsam A.L.,2015-07-16,2015.0,0.0007309941520467836,-0.7243997240640497,0.4545454446934474,0.46082947688548437,0.4444444444444444,0
12860,12860,Cirstea S.,2015-07-16,2015.0,0.0067599067599067595,-1.2436512881441122,0.5464480746169359,0.5347593569251704,0.5,0
12861,12861,Pereira T.,2015-07-16,2015.0,0.012342051131354687,1.3194543429940402,0.3816794059846342,0.38759691068654945,0.37037036382939437,0
12862,12862,Siniakova K.,2015-07-16,2015.0,-0.00928705440900563,-1.0846260466933697,0.7812500174622987,0.7812500174622987,0.7518796749870864,0
12863,12863,Lim A.,2015-07-16,2015.0,0.00956094434355304,1.2471107543111377,0.3076923076923077,0.2932551245834929,0.24937654436963558,0
12856,12856,Koukalova K.,2015-07-16,2015.0,0.9904761904761905,1.250056722237553,0.09090909090909091,0.09560229410641127,0.07547169811320754,1
12865,12865,Rodina E.,2015-07-16,2015.0,0.016717748676511567,-0.3892704221881837,0.3333333333333333,0.3436426015480821,0.32258065508506084,0
12866,12866,Dulgheru A.,2015-07-16,2015.0,-0.014276443867618428,0.3547702204693354,0.7692307974459868,0.7518796749870864,0.709219874945225,0
12857,12857,Goerges J.,2015-07-16,2015.0,-0.0064327485380116945,-0.8938178760220965,0.5813953391663639,0.5524862053113339,0.5154639023221231,0
12856,12856,Williamsx S.,2015-07-16,2015.0,-0.9904761904761905,-1.250056722237553,0.9523809956314903,0.9615384968074834,0.9433962773411019,0
12857,12857,Kovinic D.,2015-07-16,2015.0,0.0064327485380116945,0.8938178760220965,0.5,0.5102040717026832,0.47619049781574513,1
12863,12863,Putintseva Y.,2015-07-16,2015.0,-0.00956094434355304,-1.2471107543111377,0.7518796749870864,0.7692307974459868,0.7352941099128922,1
12859,12859,Larsson J.,2015-07-16,2015.0,-0.0007309941520467836,0.7243997240640497,0.6211180069036246,0.6024096506672237,0.5617977618388555,1
12860,12860,Mitu A.,2015-07-16,2015.0,-0.0067599067599067595,1.2436512881441122,0.5464480746169359,0.5291005331052083,0.47619049781574513,1
12861,12861,Niculescu M.,2015-07-16,2015.0,-0.012342051131354687,-1.3194543429940402,0.6944444168497026,0.6711409353016787,0.6249999906867744,1
12862,12862,Peterson R.,2015-07-16,2015.0,0.00928705440900563,1.0846260466933697,0.2857142857142857,0.2808988809194278,0.25,1
12865,12865,Strycova B.,2015-07-16,2015.0,-0.016717748676511567,0.3892704221881837,0.7352941099128922,0.7194244678355752,0.6896551497342619,1
12866,12866,Tatishvili A.,2015-07-16,2015.0,0.014276443867618428,-0.3547702204693354,0.29411763880904596,0.30864197440017305,0.2857142857142857,1
12874,12874,Schmiedlova A.,2015-07-17,2015.0,-0.005555555555555555,0.02597548640326086,0.6369426538796358,0.6097561028796531,0.5649717575005543,1
12873,12873,Putintseva Y.,2015-07-17,2015.0,-0.00398970398970399,0.8784642463336984,0.7142857264499277,0.6802720956035777,0.6578947450975964,1
12872,12872,Niculescu M.,2015-07-17,2015.0,-0.011569731081926205,-1.8918311402668404,0.7692307974459868,0.7407407276587887,0.7142857264499277,1
12871,12871,Larsson J.,2015-07-17,2015.0,0.01313813813813814,-0.42793796396022304,0.4545454446934474,0.4545454446934474,0.4347826177095873,1
12869,12869,Errani S.,2015-07-17,2015.0,-0.04253731343283582,-2.04958937988637,0.900900889290549,0.8928571390558262,0.8695652354191746,1
12868,12868,Barthel M.,2015-07-17,2015.0,-0.013133208255159476,-3.083992869944053,0.7518796749870864,0.7352941099128922,0.704225373395827,1
12867,12867,Arruabarrena L.,2015-07-17,2015.0,-0.0022959183673469403,0.5697681593994408,0.7692307974459868,0.746268638127311,0.7142857264499277,1
12874,12874,Kovinic D.,2015-07-17,2015.0,0.005555555555555555,-0.02597548640326086,0.4444444444444444,0.448430489438057,0.4291845634095209,0
12873,12873,Koukalova K.,2015-07-17,2015.0,0.00398970398970399,-0.8784642463336984,0.36363636363636365,0.3816794059846342,0.3424657444766908,0
12872,12872,Mitu A.,2015-07-17,2015.0,0.011569731081926205,1.8918311402668404,0.29411763880904596,0.3164556876070856,0.28985506845757486,0
12871,12871,Strycova B.,2015-07-17,2015.0,-0.01313813813813814,0.42793796396022304,0.6211180069036246,0.6097561028796531,0.5813953391663639,0
12869,12869,Tatishvili A.,2015-07-17,2015.0,0.04253731343283582,2.04958937988637,0.15384615384615385,0.16666666666666666,0.1307189526187803,0
12868,12868,Peterson R.,2015-07-17,2015.0,0.013133208255159476,3.083992869944053,0.3076923076923077,0.3278688575849198,0.3030303074089731,0
12867,12867,Cepelova J.,2015-07-17,2015.0,0.0022959183673469403,-0.5697681593994408,0.29411763880904596,0.31446540220351243,0.28248587875027714,0
12876,12876,Errani S.,2015-07-18,2015.0,-0.025609756097560978,-0.626684420873731,0.6369426538796358,0.6369426538796358,0.6060606148179462,1
12875,12875,Arruabarrena L.,2015-07-18,2015.0,0.006730769230769231,0.05987580681644844,0.5555555702727522,0.5555555702727522,0.5376344044672463,0
12877,12877,Putintseva Y.,2015-07-18,2015.0,0.00037537537537537385,-0.29483547977032626,0.4545454446934474,0.4651162584386312,0.4444444444444444,0
12878,12878,Hercog P.,2015-07-18,2015.0,0.005172413793103448,2.222542385320509,0.4545454446934474,0.4545454446934474,0.4201680470233542,0
12877,12877,Larsson J.,2015-07-18,2015.0,-0.00037537537537537385,0.29483547977032626,0.6024096506672237,0.5952381138223105,0.5649717575005543,1
12878,12878,Schmiedlova A.,2015-07-18,2015.0,-0.005172413793103448,-2.222542385320509,0.6024096506672237,0.6060606148179462,0.584795308591713,1
12876,12876,Niculescu M.,2015-07-18,2015.0,0.025609756097560978,0.626684420873731,0.4219409486444344,0.42372883239445913,0.392156870078234,0
12875,12875,Barthel M.,2015-07-18,2015.0,-0.006730769230769231,-0.05987580681644844,0.5,0.5050505001853163,0.47619049781574513,1
12879,12879,Barthel M.,2015-07-19,2015.0,-0.005341880341880344,1.7283898552954655,0.5555555702727522,0.5524862053113339,0.5405405335743294,0
12880,12880,Schmiedlova A.,2015-07-19,2015.0,0.03333333333333334,-0.38332039007693364,0.3816794059846342,0.3861003988954684,0.3472222084248513,1
12880,12880,Errani S.,2015-07-19,2015.0,-0.03333333333333334,0.38332039007693364,0.6666666666666666,0.6711409353016787,0.6451613101701217,0
12879,12879,Larsson J.,2015-07-19,2015.0,0.005341880341880344,-1.7283898552954655,0.5,0.5050505001853163,0.47619049781574513,1
